SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
8756,2018,OR,Willow Spring Windfarm (Burnt River),59494,Idaho Power Co,9191,Willow Spring,59864,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,001,Baker,44.381944,-117.273056
8757,2018,OR,Woodline Solar,61559,PacifiCorp,14354,"Woodline Solar, LLC",61160,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.236443,-121.57766
8758,2018,OR,WyEast Solar,61345,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.5846,-120.59994
8759,2018,OR,Yamhill Solar LLC,57652,Portland General Electric Co,15248,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,071,Yamhill,45.108889,-123.278611
8760,2018,PA,500 Virginia Solar,57640,PECO Energy Co,14940,"500 Virginia Solar, LP",56971,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,091,Montgomery,40.139167,-75.191667
8761,2018,PA,AES ADA Energy Storage Array,60811,PECO Energy Co,14940,Fluence,58702,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,091,Montgomery,40.12183,-75.41725
8762,2018,PA,Allegheny Energy Units 1 & 2,55196,West Penn Power Company,20387,Springdale Energy LLC,61267,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.546667,-79.768333
8763,2018,PA,"Allegheny Energy Units 3, 4 & 5",55710,West Penn Power Company,20387,Springdale Energy LLC,61267,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.545278,-79.768611
8764,2018,PA,Allegheny Energy Units 8 & 9,55377,West Penn Power Company,20387,Gans Energy LLC,61317,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,051,FAYETTE,39.7475,-79.838888
8765,2018,PA,Allegheny Hydro No 8,50897,New York State Elec & Gas Corp,13511,Allegheny Hydro LP,56813,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,NYUP,NPCC Upstate NY,PJM,42,005,Armstrong,40.896596,-79.478982
8766,2018,PA,Allegheny Hydro No 9,50898,New York State Elec & Gas Corp,13511,Allegheny Hydro LP,56813,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,NYUP,NPCC Upstate NY,PJM,42,005,Armstrong,40.955961,-79.550681
8767,2018,PA,Allegheny L&D2 Hydroelectric Project,62401,,-9999,Rye Development,61906,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.89444,-79.913611
8768,2018,PA,Allegheny No 6 Hydro Station,50894,West Penn Power Company,20387,"All Dams Generation, LLC",59925,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,005,Armstrong,40.716389,-79.577222
8769,2018,PA,Allegheny No. 5 Hydro Station,50893,West Penn Power Company,20387,"All Dams Generation, LLC",59925,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,005,Armstrong,40.682875,-79.665298
8770,2018,PA,Allegheny Ridge Wind Farm,56451,Pennsylvania Electric Co,14711,"Leeward Asset Management, LLC",50123,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.383889,-78.579444
8771,2018,PA,Allenwood,57581,PPL Electric Utilities Corp,14715,EPP Renewable Energy,57249,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,081,Lycoming,41.151111,-76.917777
8772,2018,PA,Alpaca,58813,Pennsylvania Electric Co,14711,Alpaca Energy LLC,58686,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,015,Bradford,41.663056,-76.805556
8773,2018,PA,Amity Energy LLC,59418,West Penn Power Company,20387,"Amity Energy, LLC",59192,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,125,Washington,40.071389,-80.204722
8774,2018,PA,Anchor Energy,61304,West Penn Power Company,20387,Anchor Energy LLC,60927,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,105,Potter,41.841631,-78.046692
8775,2018,PA,Aqua Ingrams Mill,57280,PECO Energy Co,14940,Aqua America Inc,56645,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,029,Chester,39.9647,-75.6578
8776,2018,PA,Armenia Mountain Wind Farm,57044,Pennsylvania Electric Co,14711,Allete Clean Energy,59496,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,117,Tioga,41.7619,-76.8553
8777,2018,PA,"Armstrong Power, LLC",55347,West Penn Power Company,20387,Armstrong Power LLC,56412,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,005,Armstrong,40.638021,-79.351725
8778,2018,PA,Bayles,58816,West Penn Power Company,20387,Bayles Energy LLC,58687,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,059,Greene,39.816944,-80.024444
8779,2018,PA,Beaver Dam,58811,Pennsylvania Electric Co,14711,Beaver Dam Energy LLC,58685,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,015,Bradford,41.611389,-76.843056
8780,2018,PA,Beaver Solar LLC,59546,Duquesne Light Co,5487,Laurel Capital Partners,59287,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,007,Beaver,40.691389,-80.323889
8781,2018,PA,Beaver Valley,6040,Duquesne Light Co,5487,FirstEnergy Nuclear Operating Company,50161,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,007,Beaver,40.6219,-80.4336
8782,2018,PA,Beaver Valley Patterson Dam,10546,Duquesne Light Co,5487,CHI Energy Inc,34688,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,007,Beaver,40.744105,-80.317839
8783,2018,PA,Bethlehem Power Plant,55690,PPL Electric Utilities Corp,14715,Calpine Bethlehem LLC,56607,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,095,Northampton,40.6175,-75.3147
8784,2018,PA,Bethlehem Renewable Energy LLC,56572,PPL Electric Utilities Corp,14715,Bethlehem Renewable Energy LLC,55795,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,095,Northampton,40.621582,-75.310236
8785,2018,PA,Big Level Wind,60551,Pennsylvania Electric Co,14711,Big Level Wind LLC,60328,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,105,Potter,41.869326,-77.665939
8786,2018,PA,Birdsboro Power,61035,Metropolitan Edison Co,12390,Birdsboro Power LLC,60672,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,011,Berks,40.268522,-75.799669
8787,2018,PA,Blossburg,3120,Pennsylvania Electric Co,14711,"GenOn REMA, LLC",17235,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,117,Tioga,41.706475,-77.08184
8788,2018,PA,Blue Ridge Landfill,57466,Borough of Chambersburg,3329,EPP Renewable Energy,57249,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,055,Franklin,39.961944,-77.561111
8789,2018,PA,Braddock Lock and Dam,59091,West Penn Power Company,20387,Hydro Green Energy,58901,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.388889,-79.858889
8790,2018,PA,Broad Mountain,56911,PPL Electric Utilities Corp,14715,UGI Development Co,19391,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,107,Schuylkill,40.669608,-76.380716
8791,2018,PA,Bruce Mansfield,6094,American Transmission Systems Inc,56162,FirstEnergy Generation Corp,6526,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,007,Beaver,40.6348,-80.4159
8792,2018,PA,"Brunner Island, LLC",3140,PPL Electric Utilities Corp,14715,Brunner Island LLC,15537,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,133,York,40.096111,-76.6962
8793,2018,PA,Brunot Island Power Station,3096,Duquesne Light Co,5487,"GenOn Power Midwest, LP",14165,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.464851,-80.043761
8794,2018,PA,Bucknell University,54333,Citizens Electric Co - (PA),3597,Bucknell University,2468,Commercial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,119,Union,40.955015,-76.878843
8795,2018,PA,Cambria Cogen,10641,Pennsylvania Electric Co,14711,Cambria CoGen Co,2884,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.474167,-78.7014
8796,2018,PA,CASD Solar,57668,PPL Electric Utilities Corp,14715,Carlisle Area School District,56994,Commercial Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,041,Cumberland,40.2142,-77.2061
8797,2018,PA,Casselman Wind Power Project,56369,Pennsylvania Power Co,14716,Avangrid Renewables LLC,15399,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,111,Somerset,39.85,-79.138
8798,2018,PA,Chambersburg Units 12 & 13,55654,West Penn Power Company,20387,"Chambersburg Energy, LLC",61320,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,055,Franklin,39.866944,-77.685833
8799,2018,PA,Chester Generating Station,3157,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,029,Chester,39.8301,-75.3837
8800,2018,PA,Chestnut Flats Wind Farm,57268,Pennsylvania Electric Co,14711,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,013,Blair,40.522846,-78.476921
8801,2018,PA,Cheswick,8226,Duquesne Light Co,5487,"GenOn Power Midwest, LP",14165,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.5383,-79.7906
8802,2018,PA,Colver Power Project,10143,Pennsylvania Electric Co,14711,"Inter-Power/AhlCon Partners, L.P.",9379,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.55,-78.8
8803,2018,PA,Conemaugh,3118,Pennsylvania Electric Co,14711,GenOn Northeast Management Company,15873,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,063,Indiana,40.3842,-79.0611
8804,2018,PA,Conemaugh Hydro Plant,52173,Pennsylvania Electric Co,14711,Pennsylvania Renewable Resources,42659,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,129,Westmoreland,40.46439,-79.365703
8805,2018,PA,Covanta Delaware Valley,10746,PECO Energy Co,14940,Covanta Delaware Valley LP,570,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,045,Delaware,39.8265,-75.3882
8806,2018,PA,Covanta Plymouth Renewable Energy,54625,PECO Energy Co,14940,Covanta Plymouth Renewable Energy L P,56646,Commercial Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,091,Montgomery,40.0967,-75.3103
8807,2018,PA,CPV Fairview Energy Center,60589,Pennsylvania Electric Co,14711,"CPV Fairview, LLC",60350,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.412,-78.855
8808,2018,PA,Crayola Solar Project,57216,Metropolitan Edison Co,12390,UGI Development Co,19391,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,095,Northampton,40.760545,-75.238452
8809,2018,PA,Cromby Generating Station,3159,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,029,Chester,40.1531,-75.5294
8810,2018,PA,Croydon Generating Station,8012,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,017,Bucks,40.08,-74.8917
8811,2018,PA,Cumberland County PA LFG Recovery,56887,Pennsylvania Electric Co,14711,EPP Renewable Energy,57249,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,041,Cumberland,40.1356,-77.5072
8812,2018,PA,Dart Container Corp,58476,PPL Electric Utilities Corp,14715,Dart Container Corp,58463,Industrial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,071,Lancaster,40.086463,-76.17603
8813,2018,PA,Delaware Generating Station,3160,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,101,Philadelphia,39.968021,-75.125203
8814,2018,PA,"Domtar Paper Company, LLC",54638,West Penn Power Company,20387,Domtar LLC,56137,Industrial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,047,Elk,41.491466,-78.675759
8815,2018,PA,"Dynegy Fayette II, LLC",55516,West Penn Power Company,20387,Dynegy Fayette Energy Facility,59923,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,051,Fayette,39.8592,-79.9182
8816,2018,PA,East Campus Steam Plant,58195,West Penn Power Company,20387,Penn State University,58159,Commercial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,027,Centre,40.809167,-77.8475
8817,2018,PA,Ebensburg Power Company,10603,Pennsylvania Electric Co,14711,Ebensburg Power Co,5670,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.455,-78.7472
8818,2018,PA,Eddystone Generating Station,3161,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,045,Delaware,39.858,-75.323
8819,2018,PA,Elizabethtown Solar,60985,PPL Electric Utilities Corp,14715,Elizabethtown Solar LLC,60620,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,071,Lancaster,40.152693,-76.581401
8820,2018,PA,Elrama Power Plant,3098,Duquesne Light Co,5487,"GenOn Power Midwest, LP",14165,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,125,Washington,40.251829,-79.918022
8821,2018,PA,Emsworth BC Hydroelectric Project,62434,,-9999,Rye Development,61906,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.50083,-80.103055
8822,2018,PA,Emsworth L&D Hydroelectric Project,62433,,-9999,Rye Development,61906,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.50305,-80.08944
8823,2018,PA,Erie Coke,50920,Pennsylvania Electric Co,14711,Erie Coke Corp,5959,Industrial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,049,Erie,42.143919,-80.069581
8824,2018,PA,ESC Tioga County Power,60205,New York State Elec & Gas Corp,13511,ESC Tioga County Power,59965,IPP Non-CHP,New York Independent System Operator,NYIS,RFC,NYUP,NPCC Upstate NY,NYISO,42,117,Tioga,41.767213,-77.035386
8825,2018,PA,Evergreen Community Power,58023,Metropolitan Edison Co,12390,"Evergreen Community Power, LLC",57400,Industrial CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,011,Berks,40.325556,-75.922778
8826,2018,PA,F R Phillips,3099,,-9999,"GenOn Power Midwest, LP",14165,IPP Non-CHP,No balancing authority,NA,RFC,RFCW,RFC West,,42,003,Allegheny,40.575833,-80.228611
8827,2018,PA,Fairless Energy Center,55298,PECO Energy Co,14940,"Edgewater Generation, LLC",61786,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,017,Bucks,40.1475,-74.7411
8828,2018,PA,Fairless Hills Generating Station,7701,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,017,Bucks,40.1405,-74.7506
8829,2018,PA,Falling Spring,7397,Borough of Chambersburg,3329,Borough of Chambersburg,3329,Electric Utility,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,055,Franklin,39.9389,-77.6583
8830,2018,PA,Falls,3162,PECO Energy Co,14940,Exelon Power,6035,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,017,Bucks,40.176486,-74.789976
8831,2018,PA,FirstEnergy Armstrong Power Station,3178,West Penn Power Co,20387,Allegheny Energy Supply Co LLC,23279,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,005,Armstrong,40.929167,-79.465556
8832,2018,PA,FirstEnergy Mitchell Power Station,3181,West Penn Power Co,20387,Allegheny Energy Supply Co LLC,23279,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,125,Washington,40.221111,-79.968333
8833,2018,PA,FirstEnergy Springdale Power Station,3182,West Penn Power Co,20387,Allegheny Energy Supply Co LLC,23279,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,003,Allegheny,40.544167,-79.767222
8834,2018,PA,Florey Knobb,58821,Pennsylvania Electric Co,14711,Florey Knob LLC,58692,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,131,Wyoming,41.599444,-76.009167
8835,2018,PA,Fort Indiantown Gap,62408,First Electric Coop Corp,6342,Standard Solar,60531,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,075,Lebanon,40.427558,-76.57313
8836,2018,PA,Forward Windpower LLC,56699,Pennsylvania Electric Co,14711,NRG Energy Gas & Wind Holdings Inc,59883,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,111,Somerset,40.0853,-78.8633
8837,2018,PA,Frey Farm Landfill,56510,PPL Electric Utilities Corp,14715,EPP Renewable Energy,57249,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,071,Lancaster,39.9589,-76.4442
8838,2018,PA,General Electric Diesel Engine Plant,10058,Pennsylvania Power Co,14716,General Electric Co,7075,Industrial Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,085,Mercer,41.1694,-80.1055
8839,2018,PA,Gettysburg Energy & Nutrient Rec Facility,58565,Metropolitan Edison Co,12390,Gettysburg Energy and Nutrient Rec Facility LLC,58527,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,001,Adams,39.950278,-77.125278
8840,2018,PA,Gilberton Power Company,10113,PPL Electric Utilities Corp,14715,Gilberton Power Co,7199,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,107,Schuylkill,40.7903,-76.1983
8841,2018,PA,Glades Pike Generation Plant,59759,Pennsylvania Electric Co,14711,State Correctnl Inst Laurel Highlands,59526,Commercial Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,111,Somerset,40.00665,-79.041035
8842,2018,PA,GLRA Landfill,56512,Metropolitan Edison Co,12390,EPP Renewable Energy,57249,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,075,Lebanon,40.3664,-76.4931
8843,2018,PA,Good Spring NGCC Facility,58409,PPL Electric Utilities Corp,14715,Future Power PA,58409,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,107,Schuylkill,40.623611,-76.461944
8844,2018,PA,Grays Ferry Cogen Partnership,54785,PECO Energy Co,14940,Grays Ferry Cogen Partnership,7564,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,101,Philadelphia,39.942219,-75.188069
8845,2018,PA,Grays Landing L&D Hydroelectric Project,62388,,-9999,Rye Development,61906,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,059,Greene,39.823738,-79.923022
8846,2018,PA,Green Knight Energy Center,55765,Metropolitan Edison Co,12390,Waste Management Inc,20183,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,095,Northampton,40.8592,-75.2627
8847,2018,PA,"Green Mountain Storage, LLC",55370,"Somerset Rural Elec Coop, Inc",40167,"Green Mountain Storage, LLC",6862,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,111,Somerset,39.851389,-79.070556
8848,2018,PA,GSK York RDC Solar Facility,57390,Metropolitan Edison Co,12390,GlaxoSmithKline Consumer Healthcare L P,56732,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,133,York,40.043856,-76.735474
8849,2018,PA,Hamilton (PA),3109,Metropolitan Edison Co,12390,"GenOn REMA, LLC",17235,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,001,Adams,39.908732,-76.988454
8850,2018,PA,Handsome Lake Energy,55233,Pennsylvania Electric Co,14711,Handsome Lake Energy LLC,8027,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,121,Venango,41.2908,-79.8061
8851,2018,PA,Harrisburg Facility,10118,PPL Electric Utilities Corp,14715,Harrisburg Authority,8181,IPP CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,043,Dauphin,40.244242,-76.853872
8852,2018,PA,Hatfields Ferry Power Station,3179,West Penn Power Co,20387,Allegheny Energy Supply Co LLC,23279,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,059,Greene,39.855556,-79.9275
8853,2018,PA,Hazle Spindle,57716,PPL Electric Utilities Corp,14715,Convergent Energy and Power LP,61978,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,079,Luzerne,40.949536,-76.04739
8854,2018,PA,Hazleton Generation,10870,PPL Electric Utilities Corp,14715,Hazleton Generation LLC,56214,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,079,Luzerne,40.928161,-76.040929
8855,2018,PA,Helix Ironwood LLC,55337,Metropolitan Edison Co,12390,"Helix, Ironwood LLC",61121,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,075,Lebanon,40.3509,-76.3658
8856,2018,PA,Hickory Run Energy Station,61028,American Transmission Systems Inc,56162,"Hickory Run Energy, LLC",60659,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,073,Lawrence,40.994444,-80.43
8857,2018,PA,Highland North Wind Farm,57991,Pennsylvania Electric Co,14711,BlackRock Inc.,61975,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.319561,-78.680633
8858,2018,PA,Highland Wind Project (PA),57139,Pennsylvania Electric Co,14711,BlackRock Inc.,61975,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCE,RFC East,PJM,42,021,Cambria,40.3042,-78.6908
8859,2018,PA,"Hill Top Energy Center, LLC",62565,West Penn Power Company,20387,"Hill Top Energy Center, LLC",62064,IPP Non-CHP,"PJM Interconnection, LLC",PJM,RFC,RFCW,RFC West,PJM,42,059,Greene,39.894212,-79.938201
